Season,GrandPrix,Driver,Team,GridPosition,FinalPosition,Points,MainCompound,PitStops,AvgLapTime,AirTemp,TrackTemp,Rain,Top10,Top5,Top3,Victory
2022,Pre-Season Track Session,SAI,Ferrari,1.0,1.0,25.0,MEDIUM,4,94.32280851063828,18.25320197044335,30.026108374384233,True,1,1,1,1
2022,Pre-Season Track Session,PER,Red Bull Racing,4.0,2.0,18.0,MEDIUM,4,97.3095306122449,18.25320197044335,30.026108374384233,True,1,1,1,0
2022,Pre-Season Track Session,HAM,Mercedes,5.0,3.0,16.0,MEDIUM,4,95.49212500000003,18.25320197044335,30.026108374384233,True,1,1,1,0
2022,Pre-Season Track Session,LEC,Ferrari,3.0,4.0,12.0,HARD,3,95.70135416666669,18.25320197044335,30.026108374384233,True,1,1,0,0
2022,Pre-Season Track Session,ALO,Alpine,7.0,5.0,10.0,MEDIUM,4,98.37810000000002,18.25320197044335,30.026108374384233,True,1,1,0,0
2022,Pre-Season Track Session,NOR,McLaren,6.0,6.0,8.0,MEDIUM,4,97.42567346938775,18.25320197044335,30.026108374384233,True,1,0,0,0
2022,Pre-Season Track Session,VER,Red Bull Racing,2.0,7.0,6.0,MEDIUM,5,97.74702040816327,18.25320197044335,30.026108374384233,True,1,0,0,0
2022,Pre-Season Track Session,MSC,Haas F1 Team,19.0,8.0,4.0,HARD,4,98.78228000000001,18.25320197044335,30.026108374384233,True,1,0,0,0
2022,Pre-Season Track Session,VET,Aston Martin,18.0,9.0,2.0,MEDIUM,4,98.75674,18.25320197044335,30.026108374384233,True,1,0,0,0
2022,Pre-Season Track Session,MAG,Haas F1 Team,17.0,10.0,1.0,MEDIUM,3,98.85244,18.25320197044335,30.026108374384233,True,1,0,0,0
2022,Pre-Season Track Session,STR,Aston Martin,20.0,11.0,0.0,MEDIUM,4,99.86974509803922,18.25320197044335,30.026108374384233,True,0,0,0,0
2022,Pre-Season Track Session,LAT,Williams,10.0,12.0,0.0,SOFT,4,100.08972549019606,18.25320197044335,30.026108374384233,True,0,0,0,0
2022,Pre-Season Track Session,RIC,McLaren,14.0,13.0,0.0,MEDIUM,5,98.92147999999999,18.25320197044335,30.026108374384233,True,0,0,0,0
2022,Pre-Season Track Session,TSU,AlphaTauri,13.0,14.0,0.0,SOFT,4,101.23160784313727,18.25320197044335,30.026108374384233,True,0,0,0,0
2022,Pre-Season Track Session,OCO,Alpine,15.0,15.0,0.0,SOFT,3,101.55108333333332,18.25320197044335,30.026108374384233,True,0,0,0,0
2022,Pre-Season Track Session,GAS,AlphaTauri,11.0,16.0,0.0,SOFT,3,100.90948,18.25320197044335,30.026108374384233,True,0,0,0,0
2022,Pre-Season Track Session,BOT,Alfa Romeo,12.0,17.0,0.0,MEDIUM,2,101.37231578947369,18.25320197044335,30.026108374384233,True,0,0,0,0
2022,Pre-Season Track Session,RUS,Mercedes,8.0,18.0,0.0,HARD,1,,18.25320197044335,30.026108374384233,True,0,0,0,0
2022,Pre-Season Track Session,ZHO,Alfa Romeo,9.0,19.0,0.0,MEDIUM,1,,18.25320197044335,30.026108374384233,True,0,0,0,0
2022,Pre-Season Track Session,ALB,Williams,16.0,20.0,0.0,SOFT,1,,18.25320197044335,30.026108374384233,True,0,0,0,0
2022,Pre-Season Test,VER,Red Bull Racing,2.0,1.0,25.0,MEDIUM,3,102.95738000000001,29.28529411764706,35.523529411764706,False,1,1,1,1
2022,Pre-Season Test,HAM,Mercedes,3.0,2.0,18.0,HARD,3,103.15706,29.28529411764706,35.523529411764706,False,1,1,1,0
2022,Pre-Season Test,LEC,Ferrari,12.0,3.0,15.0,MEDIUM,3,103.09034,29.28529411764706,35.523529411764706,False,1,1,1,0
2022,Pre-Season Test,PER,Red Bull Racing,9.0,4.0,12.0,MEDIUM,3,103.41772,29.28529411764706,35.523529411764706,False,1,1,0,0
2022,Pre-Season Test,RUS,Mercedes,4.0,5.0,11.0,HARD,4,104.32752,29.28529411764706,35.523529411764706,False,1,1,0,0
2022,Pre-Season Test,NOR,McLaren,6.0,6.0,8.0,HARD,3,107.3623396226415,29.28529411764706,35.523529411764706,False,1,0,0,0
2022,Pre-Season Test,ALO,Alpine,14.0,7.0,6.0,HARD,3,106.30213461538462,29.28529411764706,35.523529411764706,False,1,0,0,0
2022,Pre-Season Test,VET,Aston Martin,10.0,8.0,4.0,MEDIUM,3,104.42829999999998,29.28529411764706,35.523529411764706,False,1,0,0,0
2022,Pre-Season Test,MAG,Haas F1 Team,13.0,9.0,2.0,MEDIUM,2,107.41815094339623,29.28529411764706,35.523529411764706,False,1,0,0,0
2022,Pre-Season Test,TSU,AlphaTauri,19.0,10.0,1.0,MEDIUM,3,107.70283018867924,29.28529411764706,35.523529411764706,False,1,0,0,0
2022,Pre-Season Test,OCO,Alpine,0.0,11.0,0.0,HARD,3,107.64601886792454,29.28529411764706,35.523529411764706,False,0,0,0,0
2022,Pre-Season Test,ZHO,Alfa Romeo,18.0,12.0,0.0,HARD,3,108.41075925925927,29.28529411764706,35.523529411764706,False,0,0,0,0
2022,Pre-Season Test,ALB,Williams,8.0,13.0,0.0,HARD,3,107.64545283018867,29.28529411764706,35.523529411764706,False,0,0,0,0
2022,Pre-Season Test,GAS,AlphaTauri,11.0,14.0,0.0,HARD,3,106.01266666666666,29.28529411764706,35.523529411764706,False,0,0,0,0
2022,Pre-Season Test,MSC,Haas F1 Team,16.0,15.0,0.0,HARD,3,107.74545283018868,29.28529411764706,35.523529411764706,False,0,0,0,0
2022,Pre-Season Test,RIC,McLaren,15.0,16.0,0.0,HARD,3,108.8837962962963,29.28529411764706,35.523529411764706,False,0,0,0,0
2022,Pre-Season Test,LAT,Williams,17.0,17.0,0.0,HARD,3,108.12381132075471,29.28529411764706,35.523529411764706,False,0,0,0,0
2022,Pre-Season Test,STR,Aston Martin,5.0,18.0,0.0,MEDIUM,2,108.42915789473685,29.28529411764706,35.523529411764706,False,0,0,0,0
2022,Pre-Season Test,BOT,Alfa Romeo,7.0,19.0,0.0,MEDIUM,2,105.7689375,29.28529411764706,35.523529411764706,False,0,0,0,0
2022,Pre-Season Test,SAI,Ferrari,1.0,20.0,0.0,MEDIUM,1,115.016,29.28529411764706,35.523529411764706,False,0,0,0,0
2022,Bahrain Grand Prix,LEC,Ferrari,1.0,1.0,26.0,SOFT,4,100.69770909090909,23.617791411042944,28.61042944785276,False,1,1,1,1
2022,Bahrain Grand Prix,SAI,Ferrari,3.0,2.0,18.0,SOFT,4,102.79266666666668,23.617791411042944,28.61042944785276,False,1,1,1,0
2022,Bahrain Grand Prix,HAM,Mercedes,5.0,3.0,15.0,SOFT,4,102.86419298245615,23.617791411042944,28.61042944785276,False,1,1,1,0
2022,Bahrain Grand Prix,RUS,Mercedes,9.0,4.0,12.0,SOFT,4,102.04010714285712,23.617791411042944,28.61042944785276,False,1,1,0,0
2022,Bahrain Grand Prix,MAG,Haas F1 Team,7.0,5.0,10.0,SOFT,4,102.95329824561404,23.617791411042944,28.61042944785276,False,1,1,0,0
2022,Bahrain Grand Prix,BOT,Alfa Romeo,6.0,6.0,8.0,MEDIUM,4,102.9772456140351,23.617791411042944,28.61042944785276,False,1,0,0,0
2022,Bahrain Grand Prix,OCO,Alpine,11.0,7.0,6.0,SOFT,4,103.0352105263158,23.617791411042944,28.61042944785276,False,1,0,0,0
2022,Bahrain Grand Prix,TSU,AlphaTauri,16.0,8.0,4.0,SOFT,4,103.05210526315788,23.617791411042944,28.61042944785276,False,1,0,0,0
2022,Bahrain Grand Prix,ALO,Alpine,8.0,9.0,2.0,SOFT,4,103.08726315789474,23.617791411042944,28.61042944785276,False,1,0,0,0
2022,Bahrain Grand Prix,ZHO,Alfa Romeo,15.0,10.0,1.0,MEDIUM,4,102.16107142857142,23.617791411042944,28.61042944785276,False,1,0,0,0
2022,Bahrain Grand Prix,MSC,Haas F1 Team,12.0,11.0,0.0,SOFT,3,103.2659298245614,23.617791411042944,28.61042944785276,False,0,0,0,0
2022,Bahrain Grand Prix,STR,Aston Martin,19.0,12.0,0.0,SOFT,4,103.49924561403509,23.617791411042944,28.61042944785276,False,0,0,0,0
2022,Bahrain Grand Prix,ALB,Williams,14.0,13.0,0.0,MEDIUM,4,103.64063157894736,23.617791411042944,28.61042944785276,False,0,0,0,0
2022,Bahrain Grand Prix,RIC,McLaren,18.0,14.0,0.0,SOFT,4,103.65892982456141,23.617791411042944,28.61042944785276,False,0,0,0,0
2022,Bahrain Grand Prix,NOR,McLaren,13.0,15.0,0.0,MEDIUM,4,103.6827894736842,23.617791411042944,28.61042944785276,False,0,0,0,0
2022,Bahrain Grand Prix,LAT,Williams,20.0,16.0,0.0,SOFT,4,103.77857894736843,23.617791411042944,28.61042944785276,False,0,0,0,0
2022,Bahrain Grand Prix,HUL,Aston Martin,17.0,17.0,0.0,SOFT,4,103.81426315789474,23.617791411042944,28.61042944785276,False,0,0,0,0
2022,Bahrain Grand Prix,PER,Red Bull Racing,4.0,18.0,0.0,SOFT,4,102.95580357142856,23.617791411042944,28.61042944785276,False,0,0,0,0
2022,Bahrain Grand Prix,VER,Red Bull Racing,2.0,19.0,0.0,SOFT,4,102.75343396226415,23.617791411042944,28.61042944785276,False,0,0,0,0
2022,Bahrain Grand Prix,GAS,AlphaTauri,10.0,20.0,0.0,MEDIUM,3,100.78102272727273,23.617791411042944,28.61042944785276,False,0,0,0,0
2022,Saudi Arabian Grand Prix,VER,Red Bull Racing,4.0,1.0,25.0,HARD,2,96.88470212765955,25.42039473684211,28.40921052631579,False,1,1,1,1
2022,Saudi Arabian Grand Prix,LEC,Ferrari,2.0,2.0,19.0,HARD,2,96.81834042553193,25.42039473684211,28.40921052631579,False,1,1,1,0
2022,Saudi Arabian Grand Prix,SAI,Ferrari,3.0,3.0,15.0,HARD,2,97.14925531914892,25.42039473684211,28.40921052631579,False,1,1,1,0
2022,Saudi Arabian Grand Prix,PER,Red Bull Racing,1.0,4.0,12.0,HARD,2,97.55534042553191,25.42039473684211,28.40921052631579,False,1,1,0,0
2022,Saudi Arabian Grand Prix,RUS,Mercedes,6.0,5.0,10.0,HARD,2,98.0222340425532,25.42039473684211,28.40921052631579,False,1,1,0,0
2022,Saudi Arabian Grand Prix,OCO,Alpine,5.0,6.0,8.0,HARD,2,99.02940425531916,25.42039473684211,28.40921052631579,False,1,0,0,0
2022,Saudi Arabian Grand Prix,NOR,McLaren,11.0,7.0,6.0,HARD,2,100.10018749999999,25.42039473684211,28.40921052631579,False,1,0,0,0
2022,Saudi Arabian Grand Prix,GAS,AlphaTauri,9.0,8.0,4.0,HARD,2,100.23285416666666,25.42039473684211,28.40921052631579,False,1,0,0,0
2022,Saudi Arabian Grand Prix,MAG,Haas F1 Team,10.0,9.0,2.0,HARD,2,100.1476875,25.42039473684211,28.40921052631579,False,1,0,0,0
2022,Saudi Arabian Grand Prix,HAM,Mercedes,15.0,10.0,1.0,HARD,2,100.37389583333332,25.42039473684211,28.40921052631579,False,1,0,0,0
2022,Saudi Arabian Grand Prix,ZHO,Alfa Romeo,12.0,11.0,0.0,HARD,3,99.54617021276596,25.42039473684211,28.40921052631579,False,0,0,0,0
2022,Saudi Arabian Grand Prix,HUL,Aston Martin,17.0,12.0,0.0,HARD,2,99.76827659574467,25.42039473684211,28.40921052631579,False,0,0,0,0
2022,Saudi Arabian Grand Prix,STR,Aston Martin,13.0,13.0,0.0,HARD,2,101.48385106382979,25.42039473684211,28.40921052631579,False,0,0,0,0
2022,Saudi Arabian Grand Prix,ALB,Williams,16.0,14.0,0.0,HARD,2,102.14371739130435,25.42039473684211,28.40921052631579,False,0,0,0,0
2022,Saudi Arabian Grand Prix,BOT,Alfa Romeo,8.0,15.0,0.0,HARD,3,98.26928124999999,25.42039473684211,28.40921052631579,False,0,0,0,0
2022,Saudi Arabian Grand Prix,ALO,Alpine,7.0,16.0,0.0,HARD,2,98.45506249999998,25.42039473684211,28.40921052631579,False,0,0,0,0
2022,Saudi Arabian Grand Prix,RIC,McLaren,14.0,17.0,0.0,HARD,2,100.43224242424242,25.42039473684211,28.40921052631579,False,0,0,0,0
2022,Saudi Arabian Grand Prix,LAT,Williams,18.0,18.0,0.0,MEDIUM,1,98.87614285714287,25.42039473684211,28.40921052631579,False,0,0,0,0
2022,Saudi Arabian Grand Prix,TSU,AlphaTauri,19.0,19.0,0.0,,0,,25.42039473684211,28.40921052631579,False,0,0,0,0
2022,Saudi Arabian Grand Prix,MSC,Haas F1 Team,,,0.0,,0,,25.42039473684211,28.40921052631579,False,0,0,0,0
2022,Australian Grand Prix,LEC,Ferrari,1.0,1.0,26.0,HARD,2,88.37974999999999,26.69743589743589,37.40833333333334,False,1,1,1,1
2022,Australian Grand Prix,PER,Red Bull Racing,3.0,2.0,18.0,HARD,2,90.01012280701755,26.69743589743589,37.40833333333334,False,1,1,1,0
2022,Australian Grand Prix,RUS,Mercedes,6.0,3.0,15.0,HARD,2,90.06177192982456,26.69743589743589,37.40833333333334,False,1,1,1,0
2022,Australian Grand Prix,HAM,Mercedes,5.0,4.0,12.0,HARD,2,90.18107017543859,26.69743589743589,37.40833333333334,False,1,1,0,0
2022,Australian Grand Prix,NOR,McLaren,4.0,5.0,10.0,HARD,2,90.65154385964912,26.69743589743589,37.40833333333334,False,1,1,0,0
2022,Australian Grand Prix,RIC,McLaren,7.0,6.0,8.0,HARD,2,90.69157894736844,26.69743589743589,37.40833333333334,False,1,0,0,0
2022,Australian Grand Prix,OCO,Alpine,8.0,7.0,6.0,HARD,2,91.86605172413793,26.69743589743589,37.40833333333334,False,1,0,0,0
2022,Australian Grand Prix,BOT,Alfa Romeo,12.0,8.0,4.0,HARD,2,90.96036842105262,26.69743589743589,37.40833333333334,False,1,0,0,0
2022,Australian Grand Prix,GAS,AlphaTauri,11.0,9.0,2.0,HARD,2,91.09535087719297,26.69743589743589,37.40833333333334,False,1,0,0,0
2022,Australian Grand Prix,ALB,Williams,20.0,10.0,1.0,HARD,2,92.17120689655172,26.69743589743589,37.40833333333334,False,1,0,0,0
2022,Australian Grand Prix,ZHO,Alfa Romeo,14.0,11.0,0.0,HARD,2,92.21108620689654,26.69743589743589,37.40833333333334,False,0,0,0,0
2022,Australian Grand Prix,STR,Aston Martin,19.0,12.0,0.0,HARD,4,91.2201052631579,26.69743589743589,37.40833333333334,False,0,0,0,0
2022,Australian Grand Prix,MSC,Haas F1 Team,15.0,13.0,0.0,HARD,2,91.40289285714286,26.69743589743589,37.40833333333334,False,0,0,0,0
2022,Australian Grand Prix,MAG,Haas F1 Team,16.0,14.0,0.0,HARD,2,91.36842857142857,26.69743589743589,37.40833333333334,False,0,0,0,0
2022,Australian Grand Prix,TSU,AlphaTauri,13.0,15.0,0.0,HARD,2,91.47360714285715,26.69743589743589,37.40833333333334,False,0,0,0,0
2022,Australian Grand Prix,LAT,Williams,18.0,16.0,0.0,HARD,3,92.57949122807017,26.69743589743589,37.40833333333334,False,0,0,0,0
2022,Australian Grand Prix,ALO,Alpine,10.0,17.0,0.0,HARD,3,91.784,26.69743589743589,37.40833333333334,False,0,0,0,0
2022,Australian Grand Prix,VER,Red Bull Racing,2.0,18.0,0.0,HARD,2,91.534,26.69743589743589,37.40833333333334,False,0,0,0,0
2022,Australian Grand Prix,VET,Aston Martin,17.0,19.0,0.0,HARD,1,94.69745454545455,26.69743589743589,37.40833333333334,False,0,0,0,0
2022,Australian Grand Prix,SAI,Ferrari,9.0,20.0,0.0,HARD,1,99.028,26.69743589743589,37.40833333333334,False,0,0,0,0
2022,Emilia Romagna Grand Prix,VER,Red Bull Racing,1.0,1.0,26.0,MEDIUM,3,87.74580952380954,12.899367088607592,17.41898734177215,False,1,1,1,1
2022,Emilia Romagna Grand Prix,PER,Red Bull Racing,3.0,2.0,18.0,MEDIUM,3,88.00814285714289,12.899367088607592,17.41898734177215,False,1,1,1,0
