Season,GrandPrix,Driver,Team,GridPosition,FinalPosition,Points,MainCompound,PitStops,AvgLapTime,AirTemp,TrackTemp,Rain,Top10,Top5,Top3,Victory
2024,Pre-Season Testing,NOR,McLaren,1.0,1.0,25.0,HARD,2,97.62211290322581,30.786250000000003,36.445625,False,1,1,1,1
2024,Pre-Season Testing,VER,Red Bull Racing,2.0,2.0,18.0,HARD,2,97.95993548387096,30.786250000000003,36.445625,False,1,1,1,0
2024,Pre-Season Testing,PIA,McLaren,5.0,3.0,15.0,MEDIUM,2,98.29667741935482,30.786250000000003,36.445625,False,1,1,1,0
2024,Pre-Season Testing,RUS,Mercedes,4.0,4.0,12.0,HARD,2,98.60662903225808,30.786250000000003,36.445625,False,1,1,0,0
2024,Pre-Season Testing,LEC,Ferrari,9.0,5.0,10.0,MEDIUM,2,98.62904838709677,30.786250000000003,36.445625,False,1,1,0,0
2024,Pre-Season Testing,HAM,Mercedes,3.0,6.0,8.0,HARD,2,98.99708064516128,30.786250000000003,36.445625,False,1,0,0,0
2024,Pre-Season Testing,SAI,Ferrari,10.0,7.0,6.0,HARD,2,99.17112903225807,30.786250000000003,36.445625,False,1,0,0,0
2024,Pre-Season Testing,ALO,Aston Martin,7.0,8.0,4.0,HARD,2,99.2367868852459,30.786250000000003,36.445625,False,1,0,0,0
2024,Pre-Season Testing,HUL,Haas F1 Team,6.0,9.0,2.0,HARD,2,99.27395081967214,30.786250000000003,36.445625,False,1,0,0,0
2024,Pre-Season Testing,PER,Red Bull Racing,13.0,10.0,1.0,HARD,2,99.2982786885246,30.786250000000003,36.445625,False,1,0,0,0
2024,Pre-Season Testing,COL,Williams,12.0,11.0,0.0,HARD,2,99.3254918032787,30.786250000000003,36.445625,False,0,0,0,0
2024,Pre-Season Testing,TSU,RB,8.0,12.0,0.0,MEDIUM,2,99.36660655737705,30.786250000000003,36.445625,False,0,0,0,0
2024,Pre-Season Testing,OCO,Alpine,15.0,13.0,0.0,HARD,2,99.943868852459,30.786250000000003,36.445625,False,0,0,0,0
2024,Pre-Season Testing,STR,Aston Martin,17.0,14.0,0.0,MEDIUM,2,100.00232786885245,30.786250000000003,36.445625,False,0,0,0,0
2024,Pre-Season Testing,ZHO,Kick Sauber,20.0,15.0,0.0,HARD,2,100.16050819672131,30.786250000000003,36.445625,False,0,0,0,0
2024,Pre-Season Testing,BOT,Kick Sauber,19.0,16.0,0.0,HARD,2,100.1704918032787,30.786250000000003,36.445625,False,0,0,0,0
2024,Pre-Season Testing,GAS,Alpine,18.0,17.0,0.0,MEDIUM,2,100.19065573770492,30.786250000000003,36.445625,False,0,0,0,0
2024,Pre-Season Testing,RIC,RB,16.0,18.0,0.0,MEDIUM,4,100.69454098360656,30.786250000000003,36.445625,False,0,0,0,0
2024,Pre-Season Testing,MAG,Haas F1 Team,14.0,19.0,0.0,HARD,3,100.7365357142857,30.786250000000003,36.445625,False,0,0,0,0
2024,Pre-Season Testing,ALB,Williams,11.0,20.0,0.0,MEDIUM,2,104.04686666666666,30.786250000000003,36.445625,False,0,0,0,0
2024,Bahrain Grand Prix,VER,Red Bull Racing,1.0,1.0,26.0,SOFT,3,96.57442105263156,18.22738853503185,23.652866242038222,False,1,1,1,1
2024,Bahrain Grand Prix,PER,Red Bull Racing,5.0,2.0,18.0,SOFT,3,96.96840350877193,18.22738853503185,23.652866242038222,False,1,1,1,0
2024,Bahrain Grand Prix,SAI,Ferrari,4.0,3.0,15.0,HARD,3,97.01494736842105,18.22738853503185,23.652866242038222,False,1,1,1,0
2024,Bahrain Grand Prix,LEC,Ferrari,2.0,4.0,12.0,HARD,3,97.27036842105262,18.22738853503185,23.652866242038222,False,1,1,0,0
2024,Bahrain Grand Prix,RUS,Mercedes,3.0,5.0,10.0,HARD,3,97.39526315789473,18.22738853503185,23.652866242038222,False,1,1,0,0
2024,Bahrain Grand Prix,NOR,McLaren,7.0,6.0,8.0,HARD,3,97.42456140350878,18.22738853503185,23.652866242038222,False,1,0,0,0
2024,Bahrain Grand Prix,HAM,Mercedes,9.0,7.0,6.0,HARD,3,97.45729824561403,18.22738853503185,23.652866242038222,False,1,0,0,0
